PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] 20210208_KLOF_DIA_FAIMS_35V_d0_1.raw.PG.Quantity,[2] 20210208_KLOF_DIA_FAIMS_35V_d0_2.raw.PG.Quantity,[3] 20210208_KLOF_DIA_FAIMS_35V_d0_3.raw.PG.Quantity,[4] 20210208_KLOF_DIA_FAIMS_35V_d0_4.raw.PG.Quantity,[5] 20210208_KLOF_DIA_FAIMS_35V_d0_5.raw.PG.Quantity,[6] 20210208_KLOF_DIA_FAIMS_35V_d0_6.raw.PG.Quantity,[7] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_1.raw.PG.Quantity,[8] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_2.raw.PG.Quantity,[9] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_3.raw.PG.Quantity,[10] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_4.raw.PG.Quantity,[11] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_5.raw.PG.Quantity,[12] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_6.raw.PG.Quantity
P63167;Q96FJ2,DYNLL1;DYNLL2,"Dynein light chain 1, cytoplasmic;Dynein light chain 2, cytoplasmic",103448.5469,87670.15625,76971.5,60973.57031,59368.5625,105065.6094,176809.1719,117427.1016,367485.9375,255312.25,323020.9688,205318.2813
P63172,DYNLT1,Dynein light chain Tctex-type 1,15499.99609,12569.75098,12914.88574,12170.22168,12940.45996,8679.398438,19271.33789,17779.93359,10085.84375,18115.95508,13825.96777,16815.96289
P63173,RPL38,60S ribosomal protein L38,163571.4219,327915.4688,272838.5313,104247.5,218998.2813,107243.6406,100986.0469,78886.05469,87558.50781,63823.66406,60625.47656,86743.91406
P63218,GNG5,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5,4121.670898,NaN,995.1010132,1445.390381,1191.578125,Filtered,4066.885498,2767.460693,2.401491642,1102.725952,Filtered,1219.984375
P63220;Q8WVC2,RPS21,40S ribosomal protein S21,1414864,957074.6875,1035778.625,1227970.5,973551.1875,773458.625,26312.24219,25114.27148,270.9642029,15574.89355,18440.86523,24129.69336
P63244,RACK1,Receptor of activated protein C kinase 1,1415767.125,1505500,1488215,1571479.125,1506397.375,1593097.875,491781.9688,548557.5625,615562.1875,513292.5,517414.0625,515246.9688
P63261,ACTG1,"Actin, cytoplasmic 2",32421.33594,19407.11523,19702.25977,29514.11328,17441.59766,19577.51172,40257.0625,32888.04297,30363.99609,39147.60938,49671.42188,40562.55469
P63313,TMSB10,Thymosin beta-10,63766.26172,29526.51953,21191.8457,24223.76367,21754.93359,20884.66406,169911.2188,157539.8125,219498.125,130765.7578,114785.2969,121061.0469
P67775,PPP2CA,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,301580.3125,276940,288707.2188,235034.0156,262382.8125,263276.375,479901.5625,495269.4063,525642.6875,517617.2188,497537.7813,476622.6563
P67809,YBX1,Y-box-binding protein 1,747659.25,853114.75,731809.8125,741582.1875,836119.4375,899919.8125,257061.7656,237508,549830.25,243897.125,352511.6875,307247.1563
P68032;P68133,ACTC1;ACTA1,"Actin, alpha cardiac muscle 1;Actin, alpha skeletal muscle",131977.3594,102676.4844,98700.64063,100861.7422,82515.19531,74957.94531,198402.8906,163581.1563,206637.125,143757.8125,159440.2188,151750.875
P68036,UBE2L3,Ubiquitin-conjugating enzyme E2 L3,96617.46094,141542.5,135326.5156,88785.21094,135786.3125,135022.5156,123800.2734,102395.4297,92496.46094,106957.1953,131950.5938,111227.6797
P68104,EEF1A1,Elongation factor 1-alpha 1,257617.9531,410376.5938,374947.375,262187.5625,358744.3438,407610.875,412040.25,490421.5938,709808.9375,390699.5313,395396.125,370414.125
P68366,TUBA4A,Tubulin alpha-4A chain,4790712,3913906,4280570,4662798,4667433.5,3636843,4433877,3897446.75,232786.4375,3273181.25,3172775,2963892.75
P68371,TUBB4B,Tubulin beta-4B chain,4417.268066,3323.197266,2831.584229,3480.543701,2854.641846,5995.677734,11626.61816,13934.05762,11379.65039,14754.90234,15205.44922,15830.39551
P68402,PAFAH1B2,Platelet-activating factor acetylhydrolase IB subunit beta,32765.55078,10333.11328,18575.47266,25345.72461,14131.85938,3553.894775,17156.60742,13411.36914,23908.44336,11928.77148,16592.95703,7966.662598
P68543,UBXN2A,UBX domain-containing protein 2A,12343.02441,8050.074219,9037.160156,11618.53711,8977.795898,7669.664063,Filtered,Filtered,Filtered,1200.163208,2124.190674,2139.518311
P78310,CXADR,Coxsackievirus and adenovirus receptor,114455.7969,112895.5313,106741.7109,108821.6094,121719.3203,106012.8125,698285.1875,700112.375,727597.5,748141.625,686570.375,734469.8125
P78314,SH3BP2,SH3 domain-binding protein 2,8105.105957,2824.190674,2990.837402,4365.948242,4427.172363,3630.868408,2445.364502,3852.452148,1946.463379,Filtered,4116.695801,1313.050049
P78316,NOP14,Nucleolar protein 14,19006.62891,22778.63867,23410.19141,19404.02344,21083.94141,22702.02539,2936.918213,3608.999512,4330.71582,1885.315796,1996.708618,1862.002319
P78318,IGBP1,Immunoglobulin-binding protein 1,25588.16602,17272.96094,15594.4834,21757.89063,13383.44141,14013.26074,10866.0498,8295.072266,4727.801758,7016.999023,6796.277832,9602.167969
P78324,SIRPA,Tyrosine-protein phosphatase non-receptor type substrate 1,2918.133057,2574.445068,1392.380005,1811.186768,1738.964722,1602.438965,25293.82813,29665.43945,18454.79688,29150.02344,27783.32031,27696.24414
P78332,RBM6,RNA-binding protein 6,54386.28516,47761.125,46416.23828,51462.89453,45143.32813,50430.96484,23665.86328,18312.81445,28017.23438,23084.57031,16224.6084,14041.56934
P78345,RPP38,Ribonuclease P protein subunit p38,40851.25391,37069.26953,35557.08203,40046.01953,37501.04297,38216.34766,15949.4707,15453.20898,15107.80371,14865.32422,11990.7793,13084.50879
P78346,RPP30,Ribonuclease P protein subunit p30,44008.35156,35735.63281,48892.21094,39425.25,41487.73828,38480.16797,15064.43164,15367.2168,16075.83984,13125.10645,15611.18848,12898.04883
P78348,ASIC1,Acid-sensing ion channel 1,231.624176,1533.968506,904.0956421,226.3453674,1201.772705,251.6505737,11038.9668,8996.665039,7237.639648,9839.233398,8083.097168,9253.238281
P78356,PIP4K2B,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,17365.83008,16288.01758,13882.04688,16475.60938,14678.23438,15778.68359,116170.6719,124292.8594,102830.5,116446.0625,120646.5469,117565.4844
P78357,CNTNAP1,Contactin-associated protein 1,3575.444092,2512.085205,2589.855225,4811.171875,3051.613281,2453.876221,70980.0625,70135.28906,67551.5,70897.64844,68221.66406,66046.34375
P78362,SRPK2,SRSF protein kinase 2,22750.00977,20095.89258,19566.45898,20911.45313,18148.37695,19845.12891,25020.08594,21681.87305,38909.03906,19945.0293,25063.31445,24614.91797
P78368,CSNK1G2,Casein kinase I isoform gamma-2,4034.813721,4561.088867,5904.15332,4225.328613,4724.992676,2969.000488,14335.47168,13909.6875,10927.83594,14542.38184,7002.595215,10001.57324
P78369,CLDN10,Claudin-10,Filtered,2639.846191,2965.387695,Filtered,Filtered,1703.413208,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
P78371,CCT2,T-complex protein 1 subunit beta,914919.4375,831095.0625,808942.0625,802293.875,900793.8125,871994.6875,916346.25,932024.5625,1169273.625,924663.3125,949396.375,873116
P78417,GSTO1,Glutathione S-transferase omega-1,106638.625,88172.92188,85131.15625,95213.64063,103801.2109,88512.53906,205170.0938,212448.125,170098.0469,225228.2656,230441.7969,219795.1563
P78504,JAG1,Protein jagged-1,2983.583252,1877.416748,1699.492554,1984.752808,2150.905762,2030.548096,20552.55469,20761.34375,5.596468449,Filtered,Filtered,Filtered
P78524,ST5,Suppression of tumorigenicity 5 protein,4057.635742,3151.966309,2885.546387,3670.916748,2559.671631,3793.441895,1195.128662,1872.382446,2215.009766,2590.522949,2373.976074,2039.463989
P78527,PRKDC,DNA-dependent protein kinase catalytic subunit,691307.9375,702222.0625,703531.375,764026,634176.75,690812.8125,575999.9375,577249.625,717845.75,608759.5625,587517.625,578420.6875
P78536,ADAM17,Disintegrin and metalloproteinase domain-containing protein 17,42789.74219,41098.64844,41301.69141,39416.16016,42852.25781,43254.91406,4585.064453,8503.791992,7636.841797,7140.944336,6044.150879,9553.81543
P78540,ARG2,"Arginase-2, mitochondrial",48436.60547,39801.21484,43304.69531,47204.28125,44378.66016,38496.78125,92208.99219,87094.01563,65542.07031,65393.71875,85559.10938,74909.72656
P78549,NTHL1,Endonuclease III-like protein 1,6051.706055,5069.333496,6032.813477,3052.102539,6014.202148,6303.530762,5074.553223,17013.57031,Filtered,Filtered,Filtered,81032.08594
P78560,CRADD,Death domain-containing protein CRADD,9240.103516,2399.581055,2815.480225,5233.861328,3260.638916,1380.109253,5717.062012,4012.984131,3082.751953,3025.351563,4731.299316,6363.765625
P78563,ADARB1,Double-stranded RNA-specific editase 1,2892.690918,2301,4626.160156,3123.112061,2596.939209,3658.345703,14665.27246,13770.1709,11717.19824,14613.10059,15433.24609,19270.85352
P79522,PRR3,Proline-rich protein 3,3413.952881,763.3249512,5842.556152,2694.468994,2939.97876,1305.639526,6225.836914,7896.34375,3262.48291,6499.081543,11192.39453,11787.36523
P80303;Q2L696,NUCB2,Nucleobindin-2;Nucb2 splice variant,7380.997559,3140.967773,3035.129395,5359.213867,1455.942139,1681.14502,Filtered,2686.991943,Filtered,Filtered,1327.372192,Filtered
P80365,HSD11B2,Corticosteroid 11-beta-dehydrogenase isozyme 2,95457.27344,70501.25781,70882.375,101940.3125,74702.78125,73101.95313,7607.550781,7264.031738,8830.095703,9242.926758,4870.087891,7852.792969
P80723,BASP1,Brain acid soluble protein 1,158638.3594,120770.0625,125488.9766,122387.1484,78034.44531,112752.4063,1858178,2400758.5,1480677.25,2268445.5,2510747.5,2083252.375
P81274,GPSM2,G-protein-signaling modulator 2,4621.133789,720.6411743,1810.973633,1708.359985,5155.165527,2694.408447,7010.388672,Filtered,9003.047852,Filtered,Filtered,13284.35254
P81605,DCD,Dermcidin,2740.454102,7453.671875,2282.121826,Filtered,9338.491211,13790.01465,23742.55273,26503.13477,Filtered,11857.84473,7346.166504,8408.263672
P82094,TMF1,TATA element modulatory factor,8617.351563,6200.334961,5589.864258,8085.11084,6475.536621,6280.271973,3598.7771,3159.282959,3828.99292,2294.442383,3057.745117,2394.875732
P82664,MRPS10,"28S ribosomal protein S10, mitochondrial",7225.919434,986.4312744,1462.725708,2965.069092,Filtered,NaN,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
P82673,MRPS35,"28S ribosomal protein S35, mitochondrial",136462.1875,104934.7578,98351,130451.6563,113695.7109,92768.25,19826.98242,17620.03906,1069.77002,15595.74121,18368.25977,19499.13086
P82675,MRPS5,"28S ribosomal protein S5, mitochondrial",73618.77344,79800.30469,84436.125,114497.7813,88822.42188,77179.27344,63724.30078,67322.84375,20109.38867,56953.78125,21315.24023,60828.58203
P82909,MRPS36,"28S ribosomal protein S36, mitochondrial",19994.17188,13773.01563,12702.84473,4798.23291,8875.819336,3267.94873,21496.43945,29078.54297,17170.82031,14139.07422,21219.46484,19313.47852
P82912,MRPS11,"28S ribosomal protein S11, mitochondrial",65163.86719,58207.87891,64476.14063,57456.36719,53544.47656,58080.64844,58389.07813,56782.51563,112855.4688,57322.24609,87600.30469,60907.67969
P82914,MRPS15,"28S ribosomal protein S15, mitochondrial",22487.49219,33238.55469,28296.32227,23855.49219,28278.74219,26687.91992,15871.66895,13910.75098,8304.764648,5957.373535,4331.496582,9475.878906
P82921,MRPS21,"28S ribosomal protein S21, mitochondrial",41684.1875,42381.34766,38755.58203,40736.44531,12199.37695,38071.04297,4534.717285,299.1367493,5978.61377,187.2552185,4373.028809,4098.880371
P82932,MRPS6,"28S ribosomal protein S6, mitochondrial",36765.05078,37533.25,34222.26563,31061.47461,39005.49219,35653.38672,28448.15039,22543.1582,13909.11816,22632.73633,28342.9375,27544.93359
P82933,MRPS9,"28S ribosomal protein S9, mitochondrial",33600.875,40341.46484,42624.60938,34811.00781,41454.26953,41330.30469,20066.42969,20084.61719,21640.64258,15154.42188,17795.39258,18836.57031
P82970;Q5JSK6;Q5JSL0,HMGN5,High mobility group nucleosome-binding domain-containing protein 5;High mobility group nucleosome-binding domain-containing protein 5 (Fragment);High mobility group nucleosome-binding domain-containing protein 5 (Fragment),17416.64063,10196.32324,12780.31836,17997.06445,18488.51758,17377.66211,1361.028687,1784.994507,1729.681885,Filtered,Filtered,3277.490479
P83111,LACTB,"Serine beta-lactamase-like protein LACTB, mitochondrial",2823.308838,3015.559814,2935.192871,3476.648438,3641.155029,3419.380127,6785.805664,8580.832031,5746.733887,7719.240234,2222.976807,5021.858887
P83369,LSM11,U7 snRNA-associated Sm-like protein LSm11,2969.449463,2390.994629,2692.020752,4004.550293,3005.492432,2845.977783,9536.280273,11784.26758,Filtered,10145.27539,14198.57617,13239.26465
P83436,COG7,Conserved oligomeric Golgi complex subunit 7,6262.357422,3706.800293,3832.200439,4811.921387,4266.902832,3825.9021,2580.029053,2524.074219,4151.057617,4040.292969,2340.854004,4604.44873
P83876,TXNL4A,Thioredoxin-like protein 4A,2186.760742,1415.70813,2087.302246,1089.027222,2242.350098,1261.924194,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
P83916,CBX1,Chromobox protein homolog 1,74932.07813,117962.9531,93811.83594,42915.37109,69190.02344,80646.25,6529.019043,10050.38086,72.20690155,28238.84375,9209.911133,8406.445313
P84095,RHOG,Rho-related GTP-binding protein RhoG,41550.55859,31919.85742,39248.36719,40480.37109,42351.86328,33848.21875,3988.085938,6204.35498,16960.26953,7979.964844,6520.59668,6773.455078
P85037,FOXK1,Forkhead box protein K1,7645.571289,4085.143311,2371.320068,6657.137207,4510.355469,2039.036377,85897.875,9118.890625,37234.09766,14246.32617,6683.458496,17605.99023
P86790;P86791,CCZ1B;CCZ1,Vacuolar fusion protein CCZ1 homolog B;Vacuolar fusion protein CCZ1 homolog,12869.08398,13496.75586,12320.47168,12456.53906,12896.38477,13212.91211,18939.31641,17834.27344,19988.63867,16990.5293,16951.19922,16945.65625
P98082,DAB2,Disabled homolog 2,2709.315674,645.4298706,463.3442383,1464.463501,424.7314453,616.0662842,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
P98095,FBLN2,Fibulin-2,7974.582031,2018.079712,2243.783203,6584.392578,1993.081299,3906.117432,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
P98155,VLDLR,Very low-density lipoprotein receptor,4565.024414,2674.942383,Filtered,3980.940674,3999.266113,1179.831909,3150.654053,4175.189453,Filtered,9096.205078,Filtered,7306.922363
P98160,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,35234.12109,27986.35938,32126.32617,38173.55859,25363.26953,28344.03906,689.005249,996.0492554,66.63987732,730.4520264,682.7067871,737.4616699
P98170,XIAP,E3 ubiquitin-protein ligase XIAP,23579.25586,15932.3916,15260.9082,21549.91797,18785.10352,16353.5498,11827.89063,13554.43945,1885.485474,9139.446289,12264.17871,5797.134766
P98172,EFNB1,Ephrin-B1,15412.71777,8246.605469,10342.10742,11668.08984,12009.69824,10772.23535,17773.93359,21494.4043,14466.67773,20156.13867,23080.51953,24661.70508
P98174,FGD1,"FYVE, RhoGEF and PH domain-containing protein 1",4722.151367,3238.144775,3286.935059,3990.506836,3877.900146,3933.999023,5289.484375,3927.986816,2133.125488,854.5056763,4043.396729,4694.233887
P98175,RBM10,RNA-binding protein 10,70499.75781,69920.88281,75838.32813,73728.09375,69313.46094,72886.26563,48712.63672,50279.09766,66941.78125,49007.05469,51740.65234,49702.46484
P98177,FOXO4,Forkhead box protein O4,4708.318848,5789.581543,5587.166992,6769.259766,5788.757813,5500.175293,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
P98179,RBM3,RNA-binding protein 3,35319.45703,84031.66406,101392.6641,35136.48828,46586.04688,71212.02344,26862.58398,22387.68359,9859.597656,24253.82422,21004.92383,18346.71289
Q00013,MPP1,55 kDa erythrocyte membrane protein,10757.16895,8196.904297,8768.788086,11020.17676,7559.121094,7033.234863,11232.39648,8761.829102,6357.507324,4995.211426,7731.033691,4438.411133
Q00059,TFAM,"Transcription factor A, mitochondrial",62366.51953,61233.96875,60139.78906,54366.46875,67588.49219,59858.8125,61302.80078,55744.69922,60878.70313,60631.83594,58864.65625,55678.58594
Q00266,MAT1A,S-adenosylmethionine synthase isoform type-1,190116.625,170203.5156,175794.7344,169185.7813,164934.4531,183146.25,33172.34766,33607.22656,28634.40234,38901.60938,30539.02734,34377.54297
Q00325,SLC25A3,"Phosphate carrier protein, mitochondrial",680617.125,846326.5,940697.1875,867258.6875,835046.1875,804423,1675058.875,1544282.375,1500454.875,1990954.625,1719374.125,1982137.375
Q00403,GTF2B,Transcription initiation factor IIB,30670.41016,27954.96484,31017.40625,27041.14063,30553.2793,26819.19336,14449.69434,15357.125,9958.888672,14261.51953,10016.87891,12879.84863
Q00534,CDK6,Cyclin-dependent kinase 6,17449.36328,15259.14063,15336.02148,17756.41992,16889.13867,15622.01465,4041.025391,5046.453125,4940.70752,4405.578125,4208.249023,3832.154785
Q00535,CDK5,Cyclin-dependent-like kinase 5,15588.79492,10638.75293,10996.68359,13169.82715,13007.73633,10412.36035,93822.1875,95292.13281,111429.375,101237.1406,98177.5,100004.5859
Q00577,PURA,Transcriptional activator protein Pur-alpha,6468.258301,3228.43335,5251.470703,5886.743164,2611.555908,3571.500244,Filtered,2691.805908,Filtered,Filtered,Filtered,6347.537598
Q00653,NFKB2,Nuclear factor NF-kappa-B p100 subunit,11390.52832,2461.745361,8995.984375,5418.336914,8646.826172,7324.600098,Filtered,2.963814974,204.7285156,461.2750549,5684.980469,35.22110367
Q00688,FKBP3,Peptidyl-prolyl cis-trans isomerase FKBP3,127310.9297,185117.3594,180367.6875,123173.6641,180505.0781,179164.9063,133923.7656,135399.4375,191216.0313,133829.8906,135731.125,140162.5781
Q00722,PLCB2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2",1645.896729,306.6265259,2134.246582,882.940918,2033.132813,1661.961304,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q00765,REEP5,Receptor expression-enhancing protein 5,40979.84766,33438.58594,38616.36328,40810.23828,34045.76172,35683.50391,130558.1094,134781.9844,113646.4219,129601.1094,39945.17969,105245.2031
Q00796,SORD,Sorbitol dehydrogenase,194345.4219,202980.0625,228611.0938,226344.9531,212796.25,220015,135930.0469,133478.375,167936.5,135514.3906,127561.9609,129014.2813
Q00839,HNRNPU,Heterogeneous nuclear ribonucleoprotein U,1273652.75,1556962.25,1623440.375,1284066.625,1294632.625,1426332.375,1410682.875,1329579.875,1953872.625,1329617.5,1070019.125,1150261.25
Q01082,SPTBN1,"Spectrin beta chain, non-erythrocytic 1",367217.8438,376367.9375,375156.0938,395050.2188,338065.625,356614.5938,890769.125,924169.875,1007226.25,906452.125,969149.4375,900985.3125
Q01085,TIAL1,Nucleolysin TIAR,49055.34375,48982.03516,46789.625,44992.10547,49224.42578,48359.73438,24277.57813,24187.16211,22397.46484,24427.31055,26196.06836,24035.57227
Q01105,SET,Protein SET,702630.9375,829620.5625,2007392.375,687004.6875,904875,830413.3125,228509.4219,184976.6719,111631.5859,307738.8438,273650.7813,283575
Q01167,FOXK2,Forkhead box protein K2,7273.348145,6778.39502,7021.446777,9516.597656,6611.687012,6797.259277,4613.909668,4233.890625,2467.133057,3857.122314,2248.349854,2552.858887
Q01432,AMPD3,AMP deaminase 3,3015.390381,2258.217529,4943.167969,2392.572021,3654.646484,2853.322266,1852.869385,4296.933594,5093.895996,2906.784668,1621.740967,3761.915039
Q01469,FABP5,Fatty acid-binding protein 5,92194.05469,30677.57227,29444.13477,50660.78125,34037.35938,28406.45898,40952.46094,44329.97266,46040.75781,42996.30469,51303.66797,42138.06641
Q01518,CAP1,Adenylyl cyclase-associated protein 1,821629.6875,636829.25,693710.625,801597.25,658703.3125,587461.8125,931062.4375,967374.1875,1076303.75,979480.6875,921279.875,826814
Q01538,MYT1,Myelin transcription factor 1,1910.06665,Filtered,Filtered,Filtered,525.8181763,Filtered,2496.67334,1614.622925,2.417714596,2.634738684,1994.345093,2.436746597
Q01581,HMGCS1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",1162804.375,1217094.875,1242442.875,1062565.75,1171432.125,1249118.875,510782.3438,578252.875,474257.0938,585267.8125,594432.3125,567137.1875
Q01650,SLC7A5,Large neutral amino acids transporter small subunit 1,116685.1406,183958.8594,269716.2188,127512.7188,196722.5625,199966.8906,220947.2344,350843.375,305034.125,106812.8047,108882.4609,276099.8438
